order_id,customer_id,product_id,order_status,payment_id,order_date,shipping_id,is_old_customer,feedback,quantity,cost,age,gender,sku,product_type,unit_price,payment_method,payment_type,shipping_type,shipping_category,shipping_cost_level,revenue
3236,3934,CHR102,Completed,3,2024-05-03,1,True,2,6,126.8240468,42,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Credit Card,Online,Standard,Standard,Low,3576.54
3237,3938,CHR102,Completed,2,2023-11-27,1,False,2,4,126.8240468,71,Female,OFFICECHAIR_CHR102,Office Chair,596.09,Cash,Offline,Standard,Standard,Low,2384.36
3238,3941,CHR101,Completed,5,2024-02-14,3,False,5,9,4.189729272,64,Male,OFFICECHAIR_CHR101,Office Chair,488.35,Paypal,Online,Express,Fast Shipping,High,4395.150000000001
3239,3942,DSK103,Completed,4,2023-09-28,1,False,3,5,123.2006214,35,Female,OFFICEDESK_DSK103,Office Desk,691.88,Debit Card,Online,Standard,Standard,Low,3459.4
3240,3943,CHR101,Completed,5,2023-12-04,1,False,5,3,3.770756345,63,Female,OFFICECHAIR_CHR101,Office Chair,488.35,Paypal,Online,Standard,Standard,Low,1465.0500000000002
3241,3946,CHR101,Completed,3,2023-10-06,3,False,5,3,4.189729272,43,Female,OFFICECHAIR_CHR101,Office Chair,488.35,Credit Card,Online,Express,Fast Shipping,High,1465.0500000000002
3242,3946,DSK103,Completed,4,2024-09-02,4,False,3,7,121.6796261,43,Female,OFFICEDESK_DSK103,Office Desk,691.88,Debit Card,Online,Overnight,Fast Shipping,Very High,4843.16
3243,3947,SCB101,Cancelled,4,2024-02-09,3,False,3,8,62.72919932,78,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Debit Card,Online,Express,Fast Shipping,High,2935.84
3244,3947,BSF101,Completed,2,2024-09-10,4,False,3,10,69.02969117,78,Male,BOOKSHELF_BSF101,Bookshelf,129.83,Cash,Offline,Overnight,Fast Shipping,Very High,1298.3000000000002
3245,3948,CHR102,Cancelled,3,2023-10-03,4,False,2,9,125.2583178,40,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Credit Card,Online,Overnight,Fast Shipping,Very High,5364.81
3246,3949,SCB101,Cancelled,5,2023-09-29,4,False,3,8,55.75928829,32,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Paypal,Online,Overnight,Fast Shipping,Very High,2935.84
3247,3949,BSF101,Cancelled,4,2023-12-18,1,False,3,4,69.89256231,32,Male,BOOKSHELF_BSF101,Bookshelf,129.83,Debit Card,Online,Standard,Standard,Low,519.32
3248,3949,CHR102,Cancelled,3,2023-12-22,1,False,2,9,126.8240468,32,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Credit Card,Online,Standard,Standard,Low,5364.81
3249,3950,CHR102,Completed,3,2024-04-24,3,False,2,1,140.9156075,74,Female,OFFICECHAIR_CHR102,Office Chair,596.09,Credit Card,Online,Express,Fast Shipping,High,596.09
3250,3951,SCB101,Completed,5,2024-06-19,1,False,3,1,56.45627939,69,Female,STORAGECAB_SCB101,Storage Cabinet,366.98,Paypal,Online,Standard,Standard,Low,366.98
3251,3952,BSF101,Completed,2,2024-02-28,4,False,3,9,69.02969117,44,Male,BOOKSHELF_BSF101,Bookshelf,129.83,Cash,Offline,Overnight,Fast Shipping,Very High,1168.47
3252,3955,CHR101,Completed,4,2024-01-30,4,True,5,5,3.724203797,54,Male,OFFICECHAIR_CHR101,Office Chair,488.35,Debit Card,Online,Overnight,Fast Shipping,Very High,2441.75
3253,3957,SCB101,Cancelled,3,2024-08-30,1,False,3,6,56.45627939,67,Female,STORAGECAB_SCB101,Storage Cabinet,366.98,Credit Card,Online,Standard,Standard,Low,2201.88
3254,3960,BSF101,Completed,5,2023-10-29,3,False,3,6,77.65840257,34,Female,BOOKSHELF_BSF101,Bookshelf,129.83,Paypal,Online,Express,Fast Shipping,High,778.98
3255,3960,BSF101,Cancelled,5,2024-03-21,3,False,3,10,77.65840257,34,Female,BOOKSHELF_BSF101,Bookshelf,129.83,Paypal,Online,Express,Fast Shipping,High,1298.3000000000002
3256,3961,BSF101,Completed,2,2024-01-03,4,False,3,9,69.02969117,31,Female,BOOKSHELF_BSF101,Bookshelf,129.83,Cash,Offline,Overnight,Fast Shipping,Very High,1168.47
3257,3961,CHR102,Completed,4,2024-01-14,3,False,2,1,140.9156075,31,Female,OFFICECHAIR_CHR102,Office Chair,596.09,Debit Card,Online,Express,Fast Shipping,High,596.09
3258,3965,DSK103,Cancelled,2,2023-12-27,4,True,3,7,121.6796261,54,Female,OFFICEDESK_DSK103,Office Desk,691.88,Cash,Offline,Overnight,Fast Shipping,Very High,4843.16
3259,3967,SCB101,Completed,4,2023-09-24,1,True,3,1,56.45627939,52,Female,STORAGECAB_SCB101,Storage Cabinet,366.98,Debit Card,Online,Standard,Standard,Low,366.98
3260,3967,CHR101,Cancelled,5,2024-03-23,3,False,5,5,4.189729272,52,Female,OFFICECHAIR_CHR101,Office Chair,488.35,Paypal,Online,Express,Fast Shipping,High,2441.75
3261,3968,CHR102,Cancelled,5,2024-09-11,3,False,2,10,140.9156075,64,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Paypal,Online,Express,Fast Shipping,High,5960.900000000001
3262,3970,CHR102,Completed,2,2024-07-23,1,False,2,10,126.8240468,58,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Cash,Offline,Standard,Standard,Low,5960.900000000001
3263,3971,CHR102,Completed,2,2024-01-02,3,True,2,8,140.9156075,32,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Cash,Offline,Express,Fast Shipping,High,4768.72
3264,3971,BSF101,Completed,2,2024-04-13,4,False,3,8,69.02969117,32,Male,BOOKSHELF_BSF101,Bookshelf,129.83,Cash,Offline,Overnight,Fast Shipping,Very High,1038.64
3265,3971,CHR101,Cancelled,2,2024-08-03,4,True,5,5,3.724203797,32,Male,OFFICECHAIR_CHR101,Office Chair,488.35,Cash,Offline,Overnight,Fast Shipping,Very High,2441.75
3266,3972,CHR101,Completed,5,2024-07-13,1,False,5,3,3.770756345,37,Female,OFFICECHAIR_CHR101,Office Chair,488.35,Paypal,Online,Standard,Standard,Low,1465.0500000000002
3267,3972,CHR101,Completed,2,2024-08-22,1,True,5,10,3.770756345,37,Female,OFFICECHAIR_CHR101,Office Chair,488.35,Cash,Offline,Standard,Standard,Low,4883.5
3268,3975,CHR102,Completed,2,2024-03-04,3,True,2,6,140.9156075,59,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Cash,Offline,Express,Fast Shipping,High,3576.54
3269,3976,DSK103,Completed,4,2023-11-17,1,False,3,1,123.2006214,53,Female,OFFICEDESK_DSK103,Office Desk,691.88,Debit Card,Online,Standard,Standard,Low,691.88
3270,3978,DSK103,Cancelled,5,2023-10-27,3,False,3,6,136.8895794,50,Male,OFFICEDESK_DSK103,Office Desk,691.88,Paypal,Online,Express,Fast Shipping,High,4151.28
3271,3978,BSF101,Completed,4,2024-06-01,3,False,3,6,77.65840257,50,Male,BOOKSHELF_BSF101,Bookshelf,129.83,Debit Card,Online,Express,Fast Shipping,High,778.98
3272,3979,DSK103,Cancelled,5,2024-07-08,4,False,3,2,121.6796261,27,Male,OFFICEDESK_DSK103,Office Desk,691.88,Paypal,Online,Overnight,Fast Shipping,Very High,1383.76
3273,3981,CHR102,Completed,2,2024-06-06,3,False,2,10,140.9156075,33,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Cash,Offline,Express,Fast Shipping,High,5960.900000000001
3274,3982,BSF101,Completed,5,2023-12-15,1,False,3,5,69.89256231,44,Female,BOOKSHELF_BSF101,Bookshelf,129.83,Paypal,Online,Standard,Standard,Low,649.1500000000001
3275,3982,DSK103,Completed,5,2024-08-29,4,False,3,2,121.6796261,44,Female,OFFICEDESK_DSK103,Office Desk,691.88,Paypal,Online,Overnight,Fast Shipping,Very High,1383.76
3276,3982,SCB101,Completed,3,2024-09-14,4,False,3,10,55.75928829,44,Female,STORAGECAB_SCB101,Storage Cabinet,366.98,Credit Card,Online,Overnight,Fast Shipping,Very High,3669.8
3277,3983,SCB101,Completed,4,2024-05-30,3,False,3,7,62.72919932,50,Female,STORAGECAB_SCB101,Storage Cabinet,366.98,Debit Card,Online,Express,Fast Shipping,High,2568.86
3278,3984,CHR102,Completed,5,2024-03-12,1,False,2,8,126.8240468,74,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Paypal,Online,Standard,Standard,Low,4768.72
3279,3985,DSK103,Completed,3,2024-03-24,1,True,3,4,123.2006214,59,Female,OFFICEDESK_DSK103,Office Desk,691.88,Credit Card,Online,Standard,Standard,Low,2767.52
3280,3985,SCB101,Completed,2,2024-08-16,1,False,3,10,56.45627939,59,Female,STORAGECAB_SCB101,Storage Cabinet,366.98,Cash,Offline,Standard,Standard,Low,3669.8
3281,3986,CHR101,Cancelled,3,2023-11-16,1,False,5,7,3.770756345,29,Male,OFFICECHAIR_CHR101,Office Chair,488.35,Credit Card,Online,Standard,Standard,Low,3418.4500000000003
3282,3987,DSK103,Cancelled,5,2024-03-12,4,False,3,10,121.6796261,51,Female,OFFICEDESK_DSK103,Office Desk,691.88,Paypal,Online,Overnight,Fast Shipping,Very High,6918.8
3283,3989,DSK103,Cancelled,4,2023-11-23,3,True,3,5,136.8895794,25,Female,OFFICEDESK_DSK103,Office Desk,691.88,Debit Card,Online,Express,Fast Shipping,High,3459.4
3284,3989,SCB101,Completed,4,2024-01-13,3,False,3,2,62.72919932,25,Female,STORAGECAB_SCB101,Storage Cabinet,366.98,Debit Card,Online,Express,Fast Shipping,High,733.96
3285,3990,CHR101,Cancelled,3,2024-06-11,3,True,5,6,4.189729272,39,Female,OFFICECHAIR_CHR101,Office Chair,488.35,Credit Card,Online,Express,Fast Shipping,High,2930.1000000000004
3286,3991,DSK103,Completed,5,2024-01-27,4,True,3,2,121.6796261,68,Female,OFFICEDESK_DSK103,Office Desk,691.88,Paypal,Online,Overnight,Fast Shipping,Very High,1383.76
3287,3991,CHR102,Completed,5,2024-01-29,4,False,2,9,125.2583178,68,Female,OFFICECHAIR_CHR102,Office Chair,596.09,Paypal,Online,Overnight,Fast Shipping,Very High,5364.81
3288,3991,SCB101,Cancelled,2,2024-03-10,3,False,3,9,62.72919932,68,Female,STORAGECAB_SCB101,Storage Cabinet,366.98,Cash,Offline,Express,Fast Shipping,High,3302.82
3289,3992,SCB101,Completed,3,2024-09-14,3,False,3,2,62.72919932,67,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Credit Card,Online,Express,Fast Shipping,High,733.96
3290,3994,BSF101,Cancelled,4,2024-03-22,3,False,3,3,77.65840257,18,Male,BOOKSHELF_BSF101,Bookshelf,129.83,Debit Card,Online,Express,Fast Shipping,High,389.49
3291,3994,DSK103,Completed,2,2024-07-04,4,False,3,10,121.6796261,18,Male,OFFICEDESK_DSK103,Office Desk,691.88,Cash,Offline,Overnight,Fast Shipping,Very High,6918.8
3292,3994,DSK103,Cancelled,3,2024-09-08,1,True,3,1,123.2006214,18,Male,OFFICEDESK_DSK103,Office Desk,691.88,Credit Card,Online,Standard,Standard,Low,691.88
3293,3995,CHR102,Cancelled,3,2023-11-13,3,False,2,2,140.9156075,77,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Credit Card,Online,Express,Fast Shipping,High,1192.18
3294,3995,BSF101,Cancelled,4,2024-02-03,4,False,3,1,69.02969117,77,Male,BOOKSHELF_BSF101,Bookshelf,129.83,Debit Card,Online,Overnight,Fast Shipping,Very High,129.83
3295,3996,CHR102,Completed,5,2024-04-05,3,False,2,4,140.9156075,55,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Paypal,Online,Express,Fast Shipping,High,2384.36
3296,3996,SCB101,Completed,2,2024-04-13,4,False,3,4,55.75928829,55,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Cash,Offline,Overnight,Fast Shipping,Very High,1467.92
3297,3996,CHR102,Completed,5,2024-06-30,3,False,2,4,140.9156075,55,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Paypal,Online,Express,Fast Shipping,High,2384.36
3298,3997,CHR102,Completed,2,2023-10-30,3,False,2,5,140.9156075,79,Female,OFFICECHAIR_CHR102,Office Chair,596.09,Cash,Offline,Express,Fast Shipping,High,2980.4500000000003
3299,3998,DSK103,Completed,4,2024-01-18,4,True,3,4,121.6796261,51,Female,OFFICEDESK_DSK103,Office Desk,691.88,Debit Card,Online,Overnight,Fast Shipping,Very High,2767.52
3300,3999,BSF101,Completed,3,2024-08-10,1,False,3,2,69.89256231,73,Female,BOOKSHELF_BSF101,Bookshelf,129.83,Credit Card,Online,Standard,Standard,Low,259.66
3301,4000,DSK103,Cancelled,3,2023-09-28,4,False,3,9,121.6796261,54,Female,OFFICEDESK_DSK103,Office Desk,691.88,Credit Card,Online,Overnight,Fast Shipping,Very High,6226.92
3302,4000,SCB101,Completed,4,2024-07-17,3,False,3,10,62.72919932,54,Female,STORAGECAB_SCB101,Storage Cabinet,366.98,Debit Card,Online,Express,Fast Shipping,High,3669.8
3303,4001,CHR101,Completed,4,2024-01-01,4,False,5,5,3.724203797,40,Male,OFFICECHAIR_CHR101,Office Chair,488.35,Debit Card,Online,Overnight,Fast Shipping,Very High,2441.75
3304,4001,SCB101,Completed,2,2024-04-07,4,False,3,3,55.75928829,40,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Cash,Offline,Overnight,Fast Shipping,Very High,1100.94
3305,4001,BSF101,Cancelled,3,2024-06-19,4,False,3,7,69.02969117,40,Male,BOOKSHELF_BSF101,Bookshelf,129.83,Credit Card,Online,Overnight,Fast Shipping,Very High,908.8100000000001
3306,4001,DSK103,Completed,2,2024-07-13,1,True,3,1,123.2006214,40,Male,OFFICEDESK_DSK103,Office Desk,691.88,Cash,Offline,Standard,Standard,Low,691.88
3307,4002,CHR102,Cancelled,4,2024-05-16,1,True,2,1,126.8240468,55,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Debit Card,Online,Standard,Standard,Low,596.09
3308,4003,BSF101,Completed,5,2024-02-25,1,False,3,5,69.89256231,35,Female,BOOKSHELF_BSF101,Bookshelf,129.83,Paypal,Online,Standard,Standard,Low,649.1500000000001
3309,4003,SCB101,Cancelled,2,2024-04-09,4,False,3,7,55.75928829,35,Female,STORAGECAB_SCB101,Storage Cabinet,366.98,Cash,Offline,Overnight,Fast Shipping,Very High,2568.86
3310,4004,CHR102,Completed,2,2024-06-08,1,True,2,5,126.8240468,27,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Cash,Offline,Standard,Standard,Low,2980.4500000000003
3311,4005,CHR101,Cancelled,3,2024-01-06,4,False,5,7,3.724203797,64,Female,OFFICECHAIR_CHR101,Office Chair,488.35,Credit Card,Online,Overnight,Fast Shipping,Very High,3418.4500000000003
3312,4006,CHR101,Cancelled,5,2024-08-15,1,True,5,7,3.770756345,36,Male,OFFICECHAIR_CHR101,Office Chair,488.35,Paypal,Online,Standard,Standard,Low,3418.4500000000003
3313,4008,SCB101,Completed,4,2023-11-21,3,True,3,3,62.72919932,74,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Debit Card,Online,Express,Fast Shipping,High,1100.94
3314,4009,CHR102,Cancelled,5,2023-11-12,4,False,2,2,125.2583178,46,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Paypal,Online,Overnight,Fast Shipping,Very High,1192.18
3315,4009,CHR101,Completed,5,2024-04-15,3,False,5,5,4.189729272,46,Male,OFFICECHAIR_CHR101,Office Chair,488.35,Paypal,Online,Express,Fast Shipping,High,2441.75
3316,4012,BSF101,Completed,5,2024-07-20,3,False,3,8,77.65840257,71,Female,BOOKSHELF_BSF101,Bookshelf,129.83,Paypal,Online,Express,Fast Shipping,High,1038.64
3317,4013,DSK103,Completed,4,2024-09-17,1,False,3,8,123.2006214,41,Male,OFFICEDESK_DSK103,Office Desk,691.88,Debit Card,Online,Standard,Standard,Low,5535.04
3318,4014,CHR102,Completed,3,2024-03-12,3,False,2,1,140.9156075,27,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Credit Card,Online,Express,Fast Shipping,High,596.09
3319,4014,CHR101,Cancelled,2,2024-05-30,4,False,5,7,3.724203797,27,Male,OFFICECHAIR_CHR101,Office Chair,488.35,Cash,Offline,Overnight,Fast Shipping,Very High,3418.4500000000003
3320,4015,CHR102,Completed,3,2024-09-17,3,False,2,7,140.9156075,33,Female,OFFICECHAIR_CHR102,Office Chair,596.09,Credit Card,Online,Express,Fast Shipping,High,4172.63
3321,4016,SCB101,Completed,2,2023-10-13,1,True,3,10,56.45627939,42,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Cash,Offline,Standard,Standard,Low,3669.8
3322,4017,SCB101,Completed,5,2023-10-15,1,True,3,4,56.45627939,29,Female,STORAGECAB_SCB101,Storage Cabinet,366.98,Paypal,Online,Standard,Standard,Low,1467.92
3323,4017,BSF101,Completed,2,2024-08-30,1,False,3,7,69.89256231,29,Female,BOOKSHELF_BSF101,Bookshelf,129.83,Cash,Offline,Standard,Standard,Low,908.8100000000001
3324,4018,CHR102,Completed,2,2024-06-18,1,False,2,3,126.8240468,31,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Cash,Offline,Standard,Standard,Low,1788.27
3325,4019,CHR102,Cancelled,4,2024-02-12,3,False,2,4,140.9156075,45,Female,OFFICECHAIR_CHR102,Office Chair,596.09,Debit Card,Online,Express,Fast Shipping,High,2384.36
3326,4019,DSK103,Completed,4,2024-05-26,4,False,3,1,121.6796261,45,Female,OFFICEDESK_DSK103,Office Desk,691.88,Debit Card,Online,Overnight,Fast Shipping,Very High,691.88
3327,4020,SCB101,Cancelled,3,2024-07-10,3,False,3,8,62.72919932,28,Female,STORAGECAB_SCB101,Storage Cabinet,366.98,Credit Card,Online,Express,Fast Shipping,High,2935.84
3328,4021,BSF101,Completed,3,2024-05-10,1,False,3,7,69.89256231,36,Female,BOOKSHELF_BSF101,Bookshelf,129.83,Credit Card,Online,Standard,Standard,Low,908.8100000000001
3329,4021,SCB101,Completed,5,2024-07-14,4,False,3,5,55.75928829,36,Female,STORAGECAB_SCB101,Storage Cabinet,366.98,Paypal,Online,Overnight,Fast Shipping,Very High,1834.9
3330,4022,DSK103,Completed,3,2023-12-07,1,False,3,9,123.2006214,66,Male,OFFICEDESK_DSK103,Office Desk,691.88,Credit Card,Online,Standard,Standard,Low,6226.92
3331,4025,DSK103,Completed,2,2023-11-19,4,False,3,5,121.6796261,69,Female,OFFICEDESK_DSK103,Office Desk,691.88,Cash,Offline,Overnight,Fast Shipping,Very High,3459.4
3332,4026,BSF101,Cancelled,2,2024-03-30,3,False,3,6,77.65840257,64,Female,BOOKSHELF_BSF101,Bookshelf,129.83,Cash,Offline,Express,Fast Shipping,High,778.98
3333,4026,CHR101,Completed,5,2024-05-29,1,False,5,4,3.770756345,64,Female,OFFICECHAIR_CHR101,Office Chair,488.35,Paypal,Online,Standard,Standard,Low,1953.4
3334,4026,DSK103,Cancelled,2,2024-08-26,1,False,3,6,123.2006214,64,Female,OFFICEDESK_DSK103,Office Desk,691.88,Cash,Offline,Standard,Standard,Low,4151.28
3335,4028,DSK103,Completed,4,2024-01-18,4,False,3,3,121.6796261,44,Female,OFFICEDESK_DSK103,Office Desk,691.88,Debit Card,Online,Overnight,Fast Shipping,Very High,2075.64
3336,4029,CHR101,Completed,5,2024-05-17,3,False,5,5,4.189729272,49,Female,OFFICECHAIR_CHR101,Office Chair,488.35,Paypal,Online,Express,Fast Shipping,High,2441.75
3337,4030,DSK103,Completed,4,2023-10-07,1,False,3,7,123.2006214,44,Female,OFFICEDESK_DSK103,Office Desk,691.88,Debit Card,Online,Standard,Standard,Low,4843.16
3338,4031,BSF101,Completed,4,2024-09-15,1,False,3,9,69.89256231,50,Male,BOOKSHELF_BSF101,Bookshelf,129.83,Debit Card,Online,Standard,Standard,Low,1168.47
3339,4034,CHR102,Cancelled,5,2024-02-09,1,False,2,4,126.8240468,51,Female,OFFICECHAIR_CHR102,Office Chair,596.09,Paypal,Online,Standard,Standard,Low,2384.36
3340,4036,CHR102,Completed,4,2024-05-06,1,True,2,4,126.8240468,25,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Debit Card,Online,Standard,Standard,Low,2384.36
3341,4037,SCB101,Completed,2,2024-08-22,1,False,3,8,56.45627939,27,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Cash,Offline,Standard,Standard,Low,2935.84
3342,4037,BSF101,Cancelled,2,2024-09-15,4,False,3,2,69.02969117,27,Male,BOOKSHELF_BSF101,Bookshelf,129.83,Cash,Offline,Overnight,Fast Shipping,Very High,259.66
3343,4038,CHR102,Completed,3,2023-10-27,4,False,2,2,125.2583178,20,Female,OFFICECHAIR_CHR102,Office Chair,596.09,Credit Card,Online,Overnight,Fast Shipping,Very High,1192.18
3344,4038,DSK103,Completed,2,2023-10-28,1,False,3,4,123.2006214,20,Female,OFFICEDESK_DSK103,Office Desk,691.88,Cash,Offline,Standard,Standard,Low,2767.52
3345,4038,CHR101,Cancelled,2,2024-07-22,1,False,5,5,3.770756345,20,Female,OFFICECHAIR_CHR101,Office Chair,488.35,Cash,Offline,Standard,Standard,Low,2441.75
3346,4039,BSF101,Completed,4,2024-03-07,3,False,3,9,77.65840257,30,Female,BOOKSHELF_BSF101,Bookshelf,129.83,Debit Card,Online,Express,Fast Shipping,High,1168.47
3347,4039,CHR101,Cancelled,5,2024-08-07,3,False,5,8,4.189729272,30,Female,OFFICECHAIR_CHR101,Office Chair,488.35,Paypal,Online,Express,Fast Shipping,High,3906.8
3348,4041,SCB101,Completed,2,2024-03-23,3,False,3,10,62.72919932,75,Female,STORAGECAB_SCB101,Storage Cabinet,366.98,Cash,Offline,Express,Fast Shipping,High,3669.8
3349,4044,CHR102,Completed,3,2023-11-13,4,False,2,10,125.2583178,20,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Credit Card,Online,Overnight,Fast Shipping,Very High,5960.900000000001
3350,4044,SCB101,Completed,3,2024-09-17,4,False,3,6,55.75928829,20,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Credit Card,Online,Overnight,Fast Shipping,Very High,2201.88
3351,4045,DSK103,Cancelled,3,2023-11-26,4,False,3,2,121.6796261,30,Female,OFFICEDESK_DSK103,Office Desk,691.88,Credit Card,Online,Overnight,Fast Shipping,Very High,1383.76
3352,4045,DSK103,Completed,2,2024-07-29,4,False,3,2,121.6796261,30,Female,OFFICEDESK_DSK103,Office Desk,691.88,Cash,Offline,Overnight,Fast Shipping,Very High,1383.76
3353,4046,SCB101,Completed,2,2024-05-09,1,False,3,6,56.45627939,32,Female,STORAGECAB_SCB101,Storage Cabinet,366.98,Cash,Offline,Standard,Standard,Low,2201.88
3354,4047,CHR101,Completed,3,2024-02-29,1,True,5,6,3.770756345,41,Male,OFFICECHAIR_CHR101,Office Chair,488.35,Credit Card,Online,Standard,Standard,Low,2930.1000000000004
3355,4047,CHR101,Completed,2,2024-07-04,4,False,5,2,3.724203797,41,Male,OFFICECHAIR_CHR101,Office Chair,488.35,Cash,Offline,Overnight,Fast Shipping,Very High,976.7
3356,4048,SCB101,Completed,2,2023-12-11,3,False,3,9,62.72919932,68,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Cash,Offline,Express,Fast Shipping,High,3302.82
3357,4048,CHR102,Cancelled,3,2024-09-22,4,False,2,4,125.2583178,68,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Credit Card,Online,Overnight,Fast Shipping,Very High,2384.36
3358,4049,SCB101,Completed,5,2024-01-23,3,False,3,5,62.72919932,47,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Paypal,Online,Express,Fast Shipping,High,1834.9
3359,4051,CHR102,Cancelled,4,2024-03-10,1,False,2,9,126.8240468,47,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Debit Card,Online,Standard,Standard,Low,5364.81
3360,4051,CHR102,Cancelled,5,2024-04-10,1,False,2,6,126.8240468,47,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Paypal,Online,Standard,Standard,Low,3576.54
3361,4051,DSK103,Completed,4,2024-05-02,1,False,3,3,123.2006214,47,Male,OFFICEDESK_DSK103,Office Desk,691.88,Debit Card,Online,Standard,Standard,Low,2075.64
3362,4052,CHR101,Cancelled,3,2023-11-27,4,True,5,5,3.724203797,69,Female,OFFICECHAIR_CHR101,Office Chair,488.35,Credit Card,Online,Overnight,Fast Shipping,Very High,2441.75
3363,4052,BSF101,Cancelled,2,2023-12-21,1,False,3,10,69.89256231,69,Female,BOOKSHELF_BSF101,Bookshelf,129.83,Cash,Offline,Standard,Standard,Low,1298.3000000000002
3364,4052,DSK103,Completed,2,2024-05-13,3,False,3,5,136.8895794,69,Female,OFFICEDESK_DSK103,Office Desk,691.88,Cash,Offline,Express,Fast Shipping,High,3459.4
3365,4054,CHR101,Completed,4,2024-02-24,4,True,5,6,3.724203797,58,Female,OFFICECHAIR_CHR101,Office Chair,488.35,Debit Card,Online,Overnight,Fast Shipping,Very High,2930.1000000000004
3366,4055,SCB101,Cancelled,2,2023-12-11,3,False,3,8,62.72919932,25,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Cash,Offline,Express,Fast Shipping,High,2935.84
3367,4056,SCB101,Cancelled,4,2023-12-20,1,False,3,1,56.45627939,51,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Debit Card,Online,Standard,Standard,Low,366.98
3368,4060,SCB101,Cancelled,4,2024-05-10,3,False,3,7,62.72919932,41,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Debit Card,Online,Express,Fast Shipping,High,2568.86
3369,4060,SCB101,Cancelled,4,2024-05-24,3,False,3,6,62.72919932,41,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Debit Card,Online,Express,Fast Shipping,High,2201.88
3370,4061,BSF101,Completed,3,2024-03-20,1,False,3,1,69.89256231,61,Male,BOOKSHELF_BSF101,Bookshelf,129.83,Credit Card,Online,Standard,Standard,Low,129.83
3371,4061,SCB101,Completed,3,2024-04-15,4,False,3,5,55.75928829,61,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Credit Card,Online,Overnight,Fast Shipping,Very High,1834.9
3372,4061,DSK103,Completed,4,2024-09-15,4,False,3,1,121.6796261,61,Male,OFFICEDESK_DSK103,Office Desk,691.88,Debit Card,Online,Overnight,Fast Shipping,Very High,691.88
3373,4064,CHR101,Completed,3,2024-04-03,3,False,5,9,4.189729272,53,Female,OFFICECHAIR_CHR101,Office Chair,488.35,Credit Card,Online,Express,Fast Shipping,High,4395.150000000001
3374,4064,CHR102,Completed,2,2024-09-18,3,False,2,1,140.9156075,53,Female,OFFICECHAIR_CHR102,Office Chair,596.09,Cash,Offline,Express,Fast Shipping,High,596.09
3375,4066,BSF101,Cancelled,2,2024-06-14,1,False,3,1,69.89256231,68,Female,BOOKSHELF_BSF101,Bookshelf,129.83,Cash,Offline,Standard,Standard,Low,129.83
3376,4066,CHR101,Completed,3,2024-06-17,3,False,5,1,4.189729272,68,Female,OFFICECHAIR_CHR101,Office Chair,488.35,Credit Card,Online,Express,Fast Shipping,High,488.35
3377,4070,SCB101,Completed,2,2023-11-16,4,False,3,5,55.75928829,70,Male,STORAGECAB_SCB101,Storage Cabinet,366.98,Cash,Offline,Overnight,Fast Shipping,Very High,1834.9
3378,4070,BSF101,Completed,2,2023-12-26,3,False,3,8,77.65840257,70,Male,BOOKSHELF_BSF101,Bookshelf,129.83,Cash,Offline,Express,Fast Shipping,High,1038.64
3379,4070,CHR102,Completed,4,2024-08-15,3,False,2,6,140.9156075,70,Male,OFFICECHAIR_CHR102,Office Chair,596.09,Debit Card,Online,Express,Fast Shipping,High,3576.54
