customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_combined,segment,cluster,cluster_label
2764,289,1,2075.64,1,1,2,112,112,Hibernating,2,Occasional Buyers
2765,135,1,519.32,3,1,1,311,311,Need Attention,0,Low-Value / Dormant
2766,240,1,2930.1000000000004,2,1,3,213,213,Hibernating,2,Occasional Buyers
2767,140,1,4883.5,3,1,4,314,314,Potential Loyalists,3,Loyal Mid-Tier
2770,27,3,5134.5,5,5,4,554,554,Champions,1,High-Value Active
2773,296,1,1168.47,1,1,2,112,112,Hibernating,2,Occasional Buyers
2776,270,1,3669.8,2,1,3,213,213,Hibernating,2,Occasional Buyers
2778,5,2,4826.110000000001,5,4,4,544,544,Champions,1,High-Value Active
2781,212,1,1038.64,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
2782,275,1,1953.4,1,1,2,112,112,Hibernating,2,Occasional Buyers
2783,174,1,2980.4500000000003,3,1,3,313,313,Potential Loyalists,3,Loyal Mid-Tier
2784,120,1,3669.8,4,1,3,413,413,New Customers,3,Loyal Mid-Tier
2785,263,1,778.98,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
2786,31,2,4031.0400000000004,5,4,4,544,544,Champions,1,High-Value Active
2787,207,1,691.88,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
2789,94,2,6635.98,4,4,5,445,445,Champions,1,High-Value Active
2791,104,1,2930.1000000000004,4,1,3,413,413,New Customers,3,Loyal Mid-Tier
2792,258,1,2384.36,2,1,3,213,213,Hibernating,2,Occasional Buyers
2795,195,2,3531.9300000000003,2,4,3,243,243,At Risk,1,High-Value Active
2796,163,1,2075.64,3,1,2,312,312,Potential Loyalists,3,Loyal Mid-Tier
2797,280,2,9303.16,1,4,5,145,145,At Risk,1,High-Value Active
2800,12,2,7957.4400000000005,5,4,5,545,545,Champions,1,High-Value Active
2802,191,2,4395.150000000001,2,4,4,244,244,At Risk,1,High-Value Active
2803,239,1,4172.63,2,1,4,214,214,Hibernating,2,Occasional Buyers
2807,259,1,1465.0500000000002,2,1,2,212,212,Hibernating,2,Occasional Buyers
2808,285,1,4883.5,1,1,4,114,114,Hibernating,2,Occasional Buyers
2810,191,1,366.98,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
2811,224,1,3906.8,2,1,4,214,214,Hibernating,2,Occasional Buyers
2814,98,1,908.81,4,1,1,411,411,New Customers,0,Low-Value / Dormant
2816,49,2,3057.21,5,4,3,543,543,Loyal Customers,1,High-Value Active
2817,16,2,5731.790000000001,5,4,5,545,545,Champions,1,High-Value Active
2819,321,1,1788.27,1,1,2,112,112,Hibernating,2,Occasional Buyers
2821,143,2,8668.67,3,4,5,345,345,Loyal Customers,1,High-Value Active
2822,106,1,3906.8,4,1,4,414,414,New Customers,3,Loyal Mid-Tier
2825,124,1,2201.88,3,1,2,312,312,Potential Loyalists,3,Loyal Mid-Tier
2826,240,1,1467.92,2,1,2,212,212,Hibernating,2,Occasional Buyers
2828,290,1,366.98,1,1,1,111,111,Hibernating,0,Low-Value / Dormant
2836,65,1,3459.4,4,1,3,413,413,New Customers,3,Loyal Mid-Tier
2838,340,1,519.32,1,1,1,111,111,Hibernating,0,Low-Value / Dormant
2839,1,1,4395.150000000001,5,1,4,514,514,New Customers,3,Loyal Mid-Tier
2840,216,1,4172.63,2,1,4,214,214,Hibernating,2,Occasional Buyers
2841,29,2,11802.3,5,4,5,545,545,Champions,1,High-Value Active
2842,310,1,488.35,1,1,1,111,111,Hibernating,0,Low-Value / Dormant
2846,32,2,9157.02,5,4,5,545,545,Champions,1,High-Value Active
2847,52,1,1100.94,5,1,2,512,512,New Customers,3,Loyal Mid-Tier
2848,132,3,4180.66,3,5,4,354,354,Loyal Customers,1,High-Value Active
2849,113,1,4172.63,4,1,4,414,414,New Customers,3,Loyal Mid-Tier
2850,329,1,4151.28,1,1,4,114,114,Hibernating,2,Occasional Buyers
2852,71,2,3863.91,4,4,4,444,444,Champions,1,High-Value Active
2855,93,4,10457.26,4,5,5,455,455,Champions,1,High-Value Active
2859,2,2,7610.68,5,4,5,545,545,Champions,1,High-Value Active
2861,16,2,5910.550000000001,5,4,5,545,545,Champions,1,High-Value Active
2863,351,1,2767.52,1,1,3,113,113,Hibernating,2,Occasional Buyers
2871,56,1,1383.76,5,1,2,512,512,New Customers,3,Loyal Mid-Tier
2874,178,2,8383.85,3,4,5,345,345,Loyal Customers,1,High-Value Active
2875,317,1,1953.4,1,1,2,112,112,Hibernating,2,Occasional Buyers
2878,161,1,129.83,3,1,1,311,311,Need Attention,0,Low-Value / Dormant
2879,3,3,10337.8,5,5,5,555,555,Champions,1,High-Value Active
2880,22,1,4768.72,5,1,4,514,514,New Customers,3,Loyal Mid-Tier
2881,4,1,4843.16,5,1,4,514,514,New Customers,3,Loyal Mid-Tier
2882,250,2,5535.04,2,4,5,245,245,At Risk,1,High-Value Active
2884,332,2,7475.450000000001,1,4,5,145,145,At Risk,2,Occasional Buyers
2888,230,1,3418.4500000000003,2,1,3,213,213,Hibernating,2,Occasional Buyers
2889,260,2,4555.79,2,4,4,244,244,At Risk,1,High-Value Active
2892,193,1,778.98,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
2894,292,1,2201.88,1,1,2,112,112,Hibernating,2,Occasional Buyers
2895,77,2,9707.67,4,4,5,445,445,Champions,1,High-Value Active
2896,163,1,3669.8,3,1,3,313,313,Potential Loyalists,3,Loyal Mid-Tier
2897,249,2,6273.620000000001,2,4,5,245,245,At Risk,1,High-Value Active
2898,67,1,2980.4500000000003,4,1,3,413,413,New Customers,3,Loyal Mid-Tier
2900,341,1,2930.1000000000004,1,1,3,113,113,Hibernating,2,Occasional Buyers
2901,130,1,4395.150000000001,3,1,4,314,314,Potential Loyalists,3,Loyal Mid-Tier
2902,185,1,691.88,3,1,1,311,311,Need Attention,0,Low-Value / Dormant
2903,249,1,2930.1000000000004,2,1,3,213,213,Hibernating,2,Occasional Buyers
2906,119,1,976.7,4,1,1,411,411,New Customers,0,Low-Value / Dormant
2907,327,1,1038.64,1,1,1,111,111,Hibernating,2,Occasional Buyers
2910,56,1,3302.82,5,1,3,513,513,New Customers,3,Loyal Mid-Tier
2911,323,1,3418.4500000000003,1,1,3,113,113,Hibernating,2,Occasional Buyers
2915,74,1,366.98,4,1,1,411,411,New Customers,0,Low-Value / Dormant
2916,117,3,6722.86,4,5,5,455,455,Champions,1,High-Value Active
2917,246,1,3906.8,2,1,4,214,214,Hibernating,2,Occasional Buyers
2919,44,2,1330.0500000000002,5,4,2,542,542,Potential Loyalists,1,High-Value Active
2921,226,2,3033.51,2,4,3,243,243,At Risk,1,High-Value Active
2922,15,4,8687.16,5,5,5,555,555,Champions,1,High-Value Active
2923,355,1,3459.4,1,1,3,113,113,Hibernating,2,Occasional Buyers
2924,279,1,519.32,1,1,1,111,111,Hibernating,0,Low-Value / Dormant
2926,189,1,2075.64,3,1,2,312,312,Potential Loyalists,2,Occasional Buyers
2927,48,2,6603.620000000001,5,4,5,545,545,Champions,1,High-Value Active
2928,140,1,778.98,3,1,1,311,311,Need Attention,0,Low-Value / Dormant
2935,269,1,649.1500000000001,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
2936,89,2,1137.5,4,4,2,442,442,Potential Loyalists,1,High-Value Active
2943,16,1,1953.4,5,1,2,512,512,New Customers,3,Loyal Mid-Tier
2945,243,2,5433.790000000001,2,4,4,244,244,At Risk,1,High-Value Active
2947,310,1,778.98,1,1,1,111,111,Hibernating,2,Occasional Buyers
2952,72,1,4172.63,4,1,4,414,414,New Customers,3,Loyal Mid-Tier
2953,108,2,2077.28,4,4,2,442,442,Potential Loyalists,1,High-Value Active
2955,29,1,2201.88,5,1,2,512,512,New Customers,3,Loyal Mid-Tier
2956,153,1,1834.9,3,1,2,312,312,Potential Loyalists,3,Loyal Mid-Tier
2959,39,3,9545.890000000001,5,5,5,555,555,Champions,1,High-Value Active
2960,343,1,908.81,1,1,1,111,111,Hibernating,2,Occasional Buyers
2962,38,2,8438.52,5,4,5,545,545,Champions,1,High-Value Active
2964,247,1,519.32,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
2967,346,1,908.81,1,1,1,111,111,Hibernating,2,Occasional Buyers
2968,128,1,778.98,3,1,1,311,311,Need Attention,0,Low-Value / Dormant
2969,350,1,908.81,1,1,1,111,111,Hibernating,2,Occasional Buyers
2970,49,1,4768.72,5,1,4,514,514,New Customers,3,Loyal Mid-Tier
2971,132,2,3759.4300000000003,3,4,4,344,344,Loyal Customers,1,High-Value Active
2973,109,1,6226.92,4,1,5,415,415,New Customers,3,Loyal Mid-Tier
2974,322,3,4740.46,1,5,4,154,154,At Risk,1,High-Value Active
2976,129,2,778.98,3,4,1,341,341,Need Attention,0,Low-Value / Dormant
2978,354,1,3669.8,1,1,3,113,113,Hibernating,2,Occasional Buyers
2980,153,1,6226.92,3,1,5,315,315,Potential Loyalists,3,Loyal Mid-Tier
2981,161,1,2075.64,3,1,2,312,312,Potential Loyalists,3,Loyal Mid-Tier
2982,307,1,2568.86,1,1,3,113,113,Hibernating,2,Occasional Buyers
2984,86,3,4507.4400000000005,4,5,4,454,454,Champions,1,High-Value Active
2989,196,2,4843.16,2,4,4,244,244,At Risk,1,High-Value Active
2991,168,2,6327.880000000001,3,4,5,345,345,Loyal Customers,1,High-Value Active
2993,64,2,6028.26,4,4,5,445,445,Champions,1,High-Value Active
2995,301,1,4883.5,1,1,4,114,114,Hibernating,2,Occasional Buyers
2996,94,2,2207.11,4,4,2,442,442,Potential Loyalists,1,High-Value Active
2997,133,1,6918.8,3,1,5,315,315,Potential Loyalists,3,Loyal Mid-Tier
3000,179,1,2201.88,3,1,2,312,312,Potential Loyalists,3,Loyal Mid-Tier
3003,332,1,1467.92,1,1,2,112,112,Hibernating,2,Occasional Buyers
3004,58,1,259.66,5,1,1,511,511,New Customers,0,Low-Value / Dormant
3007,120,1,649.1500000000001,4,1,1,411,411,New Customers,0,Low-Value / Dormant
3013,110,1,1465.0500000000002,4,1,2,412,412,New Customers,3,Loyal Mid-Tier
3014,187,1,259.66,3,1,1,311,311,Need Attention,0,Low-Value / Dormant
3017,154,1,4172.63,3,1,4,314,314,Potential Loyalists,3,Loyal Mid-Tier
3019,100,1,778.98,4,1,1,411,411,New Customers,0,Low-Value / Dormant
3020,162,1,2201.88,3,1,2,312,312,Potential Loyalists,3,Loyal Mid-Tier
3021,56,2,11313.95,5,4,5,545,545,Champions,1,High-Value Active
3023,286,1,6918.8,1,1,5,115,115,Hibernating,2,Occasional Buyers
3024,352,1,2201.88,1,1,2,112,112,Hibernating,2,Occasional Buyers
3026,21,1,3906.8,5,1,4,514,514,New Customers,3,Loyal Mid-Tier
3029,210,1,519.32,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
3030,296,1,1953.4,1,1,2,112,112,Hibernating,2,Occasional Buyers
3031,170,1,2384.36,3,1,3,313,313,Potential Loyalists,3,Loyal Mid-Tier
3032,211,1,366.98,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
3035,236,1,6226.92,2,1,5,215,215,Hibernating,2,Occasional Buyers
3037,256,1,389.49,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
3038,163,1,5364.81,3,1,4,314,314,Potential Loyalists,3,Loyal Mid-Tier
3039,264,2,5364.8099999999995,2,4,4,244,244,At Risk,1,High-Value Active
3040,18,1,1100.94,5,1,2,512,512,New Customers,3,Loyal Mid-Tier
3041,163,1,488.35,3,1,1,311,311,Need Attention,0,Low-Value / Dormant
3043,217,5,15598.060000000001,2,5,5,255,255,At Risk,1,High-Value Active
3048,205,1,3576.54,2,1,3,213,213,Hibernating,2,Occasional Buyers
3051,323,1,389.49,1,1,1,111,111,Hibernating,0,Low-Value / Dormant
3053,346,1,1834.9,1,1,2,112,112,Hibernating,2,Occasional Buyers
3054,129,1,6918.8,3,1,5,315,315,Potential Loyalists,3,Loyal Mid-Tier
3056,198,1,1465.0500000000002,2,1,2,212,212,Hibernating,0,Low-Value / Dormant
3058,357,1,2930.1000000000004,1,1,3,113,113,Hibernating,2,Occasional Buyers
3062,84,1,778.98,4,1,1,411,411,New Customers,0,Low-Value / Dormant
3066,316,1,1467.92,1,1,2,112,112,Hibernating,2,Occasional Buyers
3069,295,1,259.66,1,1,1,111,111,Hibernating,0,Low-Value / Dormant
3071,34,1,3459.4,5,1,3,513,513,New Customers,3,Loyal Mid-Tier
3072,108,1,1192.18,4,1,2,412,412,New Customers,0,Low-Value / Dormant
3077,82,1,1467.92,4,1,2,412,412,New Customers,3,Loyal Mid-Tier
3080,41,1,2075.64,5,1,2,512,512,New Customers,3,Loyal Mid-Tier
3083,133,1,389.49,3,1,1,311,311,Need Attention,0,Low-Value / Dormant
3085,22,2,8087.27,5,4,5,545,545,Champions,1,High-Value Active
3086,250,1,3576.54,2,1,3,213,213,Hibernating,2,Occasional Buyers
3091,76,2,2893.76,4,4,3,443,443,Loyal Customers,1,High-Value Active
3093,321,1,1383.76,1,1,2,112,112,Hibernating,2,Occasional Buyers
3094,258,1,3906.8,2,1,4,214,214,Hibernating,2,Occasional Buyers
3096,201,1,3302.82,2,1,3,213,213,Hibernating,2,Occasional Buyers
3098,242,1,2441.75,2,1,3,213,213,Hibernating,2,Occasional Buyers
3100,225,1,1834.9,2,1,2,212,212,Hibernating,2,Occasional Buyers
3101,113,1,2935.84,4,1,3,413,413,New Customers,3,Loyal Mid-Tier
3103,198,1,5364.81,2,1,4,214,214,Hibernating,2,Occasional Buyers
3104,288,2,7749.17,1,4,5,145,145,At Risk,1,High-Value Active
3105,78,1,1788.27,4,1,2,412,412,New Customers,3,Loyal Mid-Tier
3110,262,1,6226.92,2,1,5,215,215,Hibernating,2,Occasional Buyers
3113,347,1,1953.4,1,1,2,112,112,Hibernating,2,Occasional Buyers
3116,270,1,2201.88,2,1,2,212,212,Hibernating,2,Occasional Buyers
3117,87,1,1038.64,4,1,1,411,411,New Customers,0,Low-Value / Dormant
3118,348,1,3576.54,1,1,3,113,113,Hibernating,2,Occasional Buyers
3121,263,1,1168.47,2,1,2,212,212,Hibernating,2,Occasional Buyers
3123,21,1,778.98,5,1,1,511,511,New Customers,0,Low-Value / Dormant
3125,126,3,7819.34,3,5,5,355,355,Loyal Customers,1,High-Value Active
3126,92,1,2568.86,4,1,3,413,413,New Customers,3,Loyal Mid-Tier
3128,89,3,8015.1900000000005,4,5,5,455,455,Champions,1,High-Value Active
3129,19,1,2384.36,5,1,3,513,513,New Customers,3,Loyal Mid-Tier
3132,177,2,3825.51,3,4,4,344,344,Loyal Customers,1,High-Value Active
3133,176,1,4151.28,3,1,4,314,314,Potential Loyalists,3,Loyal Mid-Tier
3135,215,2,4540.7699999999995,2,4,4,244,244,At Risk,1,High-Value Active
3136,35,1,3906.8,5,1,4,514,514,New Customers,3,Loyal Mid-Tier
3137,151,1,519.32,3,1,1,311,311,Need Attention,0,Low-Value / Dormant
3139,353,1,1038.64,1,1,1,111,111,Hibernating,2,Occasional Buyers
3142,292,1,1465.0500000000002,1,1,2,112,112,Hibernating,2,Occasional Buyers
3143,18,1,2075.64,5,1,2,512,512,New Customers,3,Loyal Mid-Tier
3144,93,2,2114.2000000000003,4,4,2,442,442,Potential Loyalists,1,High-Value Active
3145,42,1,129.83,5,1,1,511,511,New Customers,0,Low-Value / Dormant
3146,342,1,488.35,1,1,1,111,111,Hibernating,0,Low-Value / Dormant
3147,218,1,129.83,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
3148,342,1,3459.4,1,1,3,113,113,Hibernating,2,Occasional Buyers
3154,25,1,649.1500000000001,5,1,1,511,511,New Customers,0,Low-Value / Dormant
3157,302,1,4883.5,1,1,4,114,114,Hibernating,2,Occasional Buyers
3158,197,2,6836.900000000001,2,4,5,245,245,At Risk,1,High-Value Active
3161,29,1,2568.86,5,1,3,513,513,New Customers,3,Loyal Mid-Tier
3163,276,1,1834.9,1,1,2,112,112,Hibernating,2,Occasional Buyers
3165,2,1,2767.52,5,1,3,513,513,New Customers,3,Loyal Mid-Tier
3166,57,2,6918.799999999999,5,4,5,545,545,Champions,1,High-Value Active
3168,210,1,976.7,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
3169,109,1,2568.86,4,1,3,413,413,New Customers,3,Loyal Mid-Tier
3170,5,2,9157.02,5,4,5,545,545,Champions,1,High-Value Active
3172,175,1,1953.4,3,1,2,312,312,Potential Loyalists,3,Loyal Mid-Tier
3174,162,1,3906.8,3,1,4,314,314,Potential Loyalists,3,Loyal Mid-Tier
3175,43,3,4283.08,5,5,4,554,554,Champions,1,High-Value Active
3176,126,1,3459.4,3,1,3,313,313,Potential Loyalists,3,Loyal Mid-Tier
3178,276,1,5960.900000000001,1,1,5,115,115,Hibernating,2,Occasional Buyers
3183,77,1,5364.81,4,1,4,414,414,New Customers,3,Loyal Mid-Tier
3186,32,2,4906.59,5,4,4,544,544,Champions,1,High-Value Active
3188,264,1,2935.84,2,1,3,213,213,Hibernating,2,Occasional Buyers
3191,294,1,1298.3000000000002,1,1,2,112,112,Hibernating,2,Occasional Buyers
3194,13,2,4460.0,5,4,4,544,544,Champions,1,High-Value Active
3197,6,1,1038.64,5,1,1,511,511,New Customers,3,Loyal Mid-Tier
3198,269,1,4395.150000000001,2,1,4,214,214,Hibernating,2,Occasional Buyers
3199,45,3,7243.96,5,5,5,555,555,Champions,1,High-Value Active
3205,47,3,4885.24,5,5,4,554,554,Champions,1,High-Value Active
3207,14,2,2275.0,5,4,2,542,542,Potential Loyalists,1,High-Value Active
3208,63,1,1298.3000000000002,4,1,2,412,412,New Customers,3,Loyal Mid-Tier
3209,158,2,2360.46,3,4,3,343,343,Loyal Customers,1,High-Value Active
3210,110,1,2980.4500000000003,4,1,3,413,413,New Customers,3,Loyal Mid-Tier
3211,361,1,3418.4500000000003,1,1,3,113,113,Hibernating,2,Occasional Buyers
3213,220,1,1467.92,2,1,2,212,212,Hibernating,2,Occasional Buyers
3214,77,1,3459.4,4,1,3,413,413,New Customers,3,Loyal Mid-Tier
3216,105,1,691.88,4,1,1,411,411,New Customers,0,Low-Value / Dormant
3217,280,1,3302.82,1,1,3,113,113,Hibernating,2,Occasional Buyers
3219,240,1,596.09,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
3222,332,1,129.83,1,1,1,111,111,Hibernating,0,Low-Value / Dormant
3223,82,2,4211.63,4,4,4,444,444,Champions,1,High-Value Active
3224,181,1,4151.28,3,1,4,314,314,Potential Loyalists,3,Loyal Mid-Tier
3225,22,2,6054.36,5,4,5,545,545,Champions,1,High-Value Active
3227,174,1,1788.27,3,1,2,312,312,Potential Loyalists,3,Loyal Mid-Tier
3228,138,1,3459.4,3,1,3,313,313,Potential Loyalists,3,Loyal Mid-Tier
3229,120,2,4197.43,4,4,4,444,444,Champions,1,High-Value Active
3230,253,1,976.7,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
3231,76,2,6746.24,4,4,5,445,445,Champions,1,High-Value Active
3232,337,1,1834.9,1,1,2,112,112,Hibernating,2,Occasional Buyers
3236,92,1,4151.28,4,1,4,414,414,New Customers,3,Loyal Mid-Tier
3238,264,1,5535.04,2,1,5,215,215,Hibernating,2,Occasional Buyers
3239,86,1,5960.900000000001,4,1,5,415,415,New Customers,3,Loyal Mid-Tier
3243,325,1,1038.64,1,1,1,111,111,Hibernating,2,Occasional Buyers
3246,362,1,2201.88,1,1,2,112,112,Hibernating,2,Occasional Buyers
3248,327,1,2930.1000000000004,1,1,3,113,113,Hibernating,2,Occasional Buyers
3249,285,1,6918.8,1,1,5,115,115,Hibernating,2,Occasional Buyers
3251,179,2,855.33,3,4,1,341,341,Need Attention,0,Low-Value / Dormant
3253,105,1,2075.64,4,1,2,412,412,New Customers,3,Loyal Mid-Tier
3254,93,1,1465.0500000000002,4,1,2,412,412,New Customers,3,Loyal Mid-Tier
3256,200,1,1168.47,2,1,2,212,212,Hibernating,0,Low-Value / Dormant
3257,297,1,691.88,1,1,1,111,111,Hibernating,0,Low-Value / Dormant
3260,309,1,1788.27,1,1,2,112,112,Hibernating,2,Occasional Buyers
3261,114,1,976.7,4,1,1,411,411,New Customers,0,Low-Value / Dormant
3262,318,1,1834.9,1,1,2,112,112,Hibernating,2,Occasional Buyers
3263,339,1,4768.72,1,1,4,114,114,Hibernating,2,Occasional Buyers
3264,219,2,1872.1100000000001,2,4,2,242,242,Can't Lose Them,1,High-Value Active
3267,329,1,2075.64,1,1,2,112,112,Hibernating,2,Occasional Buyers
3270,129,1,5960.900000000001,3,1,5,315,315,Potential Loyalists,3,Loyal Mid-Tier
3271,67,2,8079.43,4,4,5,445,445,Champions,1,High-Value Active
3273,179,2,3133.63,3,4,3,343,343,Loyal Customers,1,High-Value Active
3274,108,2,9441.84,4,4,5,445,445,Champions,1,High-Value Active
3275,287,1,976.7,1,1,1,111,111,Hibernating,2,Occasional Buyers
3276,109,1,2767.52,4,1,3,413,413,New Customers,3,Loyal Mid-Tier
3277,336,1,4768.72,1,1,4,114,114,Hibernating,2,Occasional Buyers
3278,62,1,976.7,4,1,1,411,411,New Customers,0,Low-Value / Dormant
3279,61,2,1572.79,4,4,2,442,442,Potential Loyalists,1,High-Value Active
3280,249,1,1467.92,2,1,2,212,212,Hibernating,2,Occasional Buyers
3281,13,1,366.98,5,1,1,511,511,New Customers,0,Low-Value / Dormant
3282,31,2,5535.04,5,4,5,545,545,Champions,1,High-Value Active
3284,325,1,1100.94,1,1,2,112,112,Hibernating,2,Occasional Buyers
3286,281,1,3669.8,1,1,3,113,113,Hibernating,2,Occasional Buyers
3287,293,1,3906.8,1,1,4,114,114,Hibernating,2,Occasional Buyers
3288,67,1,2930.1000000000004,4,1,3,413,413,New Customers,3,Loyal Mid-Tier
3291,240,1,3418.4500000000003,2,1,3,213,213,Hibernating,2,Occasional Buyers
3294,223,1,2201.88,2,1,2,212,212,Hibernating,2,Occasional Buyers
3298,79,1,2767.52,4,1,3,413,413,New Customers,3,Loyal Mid-Tier
3299,108,2,5496.09,4,4,5,445,445,Champions,1,High-Value Active
3301,221,1,2935.84,2,1,3,213,213,Hibernating,2,Occasional Buyers
3302,98,4,15248.16,4,5,5,455,455,Champions,1,High-Value Active
3309,69,1,691.88,4,1,1,411,411,New Customers,0,Low-Value / Dormant
3311,68,1,1953.4,4,1,2,412,412,New Customers,3,Loyal Mid-Tier
3312,308,1,4768.72,1,1,4,114,114,Hibernating,2,Occasional Buyers
3313,143,1,389.49,3,1,1,311,311,Need Attention,0,Low-Value / Dormant
3314,198,1,2568.86,2,1,3,213,213,Hibernating,2,Occasional Buyers
3317,77,1,733.96,4,1,1,411,411,New Customers,0,Low-Value / Dormant
3320,70,1,3302.82,4,1,3,413,413,New Customers,3,Loyal Mid-Tier
3322,49,2,1038.64,5,4,1,541,541,Need Attention,1,High-Value Active
3325,171,2,4279.52,3,4,4,344,344,Loyal Customers,1,High-Value Active
3330,152,1,4843.16,3,1,4,314,314,Potential Loyalists,3,Loyal Mid-Tier
3331,13,1,4395.150000000001,5,1,4,514,514,New Customers,3,Loyal Mid-Tier
3333,306,1,1100.94,1,1,2,112,112,Hibernating,2,Occasional Buyers
3334,57,3,6946.48,5,5,5,555,555,Champions,1,High-Value Active
3340,13,2,4522.26,5,4,4,544,544,Champions,1,High-Value Active
3341,78,3,6593.25,4,5,5,455,455,Champions,1,High-Value Active
3343,324,1,5535.04,1,1,5,115,115,Hibernating,2,Occasional Buyers
3346,355,1,2384.36,1,1,3,113,113,Hibernating,2,Occasional Buyers
3347,339,1,4172.63,1,1,4,114,114,Hibernating,2,Occasional Buyers
3349,30,3,5174.130000000001,5,5,4,554,554,Champions,1,High-Value Active
3353,259,1,259.66,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
3354,278,1,1168.47,1,1,2,112,112,Hibernating,2,Occasional Buyers
3359,190,2,5362.48,2,4,4,244,244,At Risk,1,High-Value Active
3360,293,1,1383.76,1,1,2,112,112,Hibernating,2,Occasional Buyers
3362,82,2,2602.55,4,4,3,443,443,Loyal Customers,1,High-Value Active
3365,258,2,9162.76,2,4,5,245,245,At Risk,1,High-Value Active
3367,44,2,3633.9300000000003,5,4,3,543,543,Loyal Customers,1,High-Value Active
3372,105,2,4883.5,4,4,4,444,444,Champions,1,High-Value Active
3373,91,3,5268.66,4,5,4,454,454,Champions,1,High-Value Active
3374,222,1,1788.27,2,1,2,212,212,Hibernating,2,Occasional Buyers
3379,246,1,976.7,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
3381,217,1,1788.27,2,1,2,212,212,Hibernating,2,Occasional Buyers
3385,279,1,1298.3000000000002,1,1,2,112,112,Hibernating,2,Occasional Buyers
3387,259,1,1467.92,2,1,2,212,212,Hibernating,2,Occasional Buyers
3388,28,2,4927.32,5,4,4,544,544,Champions,1,High-Value Active
3389,158,1,3576.54,3,1,3,313,313,Potential Loyalists,3,Loyal Mid-Tier
3390,182,2,3003.37,3,4,3,343,343,Loyal Customers,1,High-Value Active
3392,89,1,2935.84,4,1,3,413,413,New Customers,3,Loyal Mid-Tier
3393,314,2,5924.53,1,4,5,145,145,At Risk,2,Occasional Buyers
3394,213,2,1817.62,2,4,2,242,242,Can't Lose Them,1,High-Value Active
3397,199,1,259.66,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
3400,143,1,649.1500000000001,3,1,1,311,311,Need Attention,0,Low-Value / Dormant
3402,29,2,5624.47,5,4,5,545,545,Champions,1,High-Value Active
3403,116,1,4172.63,4,1,4,414,414,New Customers,3,Loyal Mid-Tier
3404,266,2,6314.02,2,4,5,245,245,At Risk,1,High-Value Active
3405,346,1,3669.8,1,1,3,113,113,Hibernating,2,Occasional Buyers
3407,31,1,4843.16,5,1,4,514,514,New Customers,3,Loyal Mid-Tier
3409,201,1,3669.8,2,1,3,213,213,Hibernating,2,Occasional Buyers
3410,28,1,488.35,5,1,1,511,511,New Customers,0,Low-Value / Dormant
3411,128,1,129.83,3,1,1,311,311,Need Attention,0,Low-Value / Dormant
3412,220,2,6220.56,2,4,5,245,245,At Risk,1,High-Value Active
3413,244,1,1953.4,2,1,2,212,212,Hibernating,2,Occasional Buyers
3417,148,1,2930.1000000000004,3,1,3,313,313,Potential Loyalists,3,Loyal Mid-Tier
3418,38,2,3737.33,5,4,4,544,544,Champions,1,High-Value Active
3421,38,1,129.83,5,1,1,511,511,New Customers,0,Low-Value / Dormant
3427,198,3,5933.47,2,5,5,255,255,At Risk,1,High-Value Active
3430,295,1,366.98,1,1,1,111,111,Hibernating,0,Low-Value / Dormant
3432,32,1,2935.84,5,1,3,513,513,New Customers,3,Loyal Mid-Tier
3433,195,2,6475.66,2,4,5,245,245,At Risk,1,High-Value Active
3435,292,1,2930.1000000000004,1,1,3,113,113,Hibernating,2,Occasional Buyers
3440,28,3,6608.210000000001,5,5,5,555,555,Champions,1,High-Value Active
3442,75,2,6054.36,4,4,5,445,445,Champions,1,High-Value Active
3443,357,1,5364.81,1,1,4,114,114,Hibernating,2,Occasional Buyers
3444,245,1,519.32,2,1,1,211,211,Hibernating,0,Low-Value / Dormant
3446,94,1,1038.64,4,1,1,411,411,New Customers,0,Low-Value / Dormant
3447,144,1,4151.28,3,1,4,314,314,Potential Loyalists,3,Loyal Mid-Tier
3449,38,3,7703.710000000001,5,5,5,555,555,Champions,1,High-Value Active
3453,99,2,4898.55,4,4,4,444,444,Champions,1,High-Value Active
3454,351,1,3906.8,1,1,4,114,114,Hibernating,2,Occasional Buyers
3458,109,2,1589.29,4,4,2,442,442,Potential Loyalists,1,High-Value Active
3459,250,1,2075.64,2,1,2,212,212,Hibernating,2,Occasional Buyers
3460,127,2,5364.81,3,4,4,344,344,Loyal Customers,1,High-Value Active
